text_customer,text_apple
@AppleSupport started before downloading 11.1 (was never able to download 11.0.3). hasn't gotten better since update,@117806 Let's continue within DM here: https://t.co/GDrqU22YpT
@applesupport please help us lmao https://t.co/EngGZoVACe,@117806 Your keyboard is important and we'd like to help get it working right. When did this start and which device model is it?
@AppleSupport 11.0.3,@117807 Thanks. Let's continue the conversation in DM. https://t.co/GDrqU22YpT
Dear @AppleSupport why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens. https://t.co/2qZ7Tjx5cF,@117807 We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.
@AppleSupport updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,@117808 We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?
"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",@117809 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
@AppleSupport I said the battery is dying too fast. Is that because of the new iOS 11.0.3? I’m pretty worried about it 😕 I can’t trust my phone anymore,@117810 We're here to help. Let's update your device to iOS 11.1 and test to see if the issue persists: https://t.co/80YRnjDFDk
FOCO AQUI @AppleSupport Q Q TÁ ACONTECENDO ~ iOS 11 guloso https://t.co/Eonz2w9xPi,"@117810 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport iMessage &amp; snapchat,@117811 Thanks for letting us know. Send us a DM and we'll do everything we can to get your keyboard back on track. https://t.co/GDrqU22YpT
@AppleSupport hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,@117811 Thank you for reaching out. May we ask which apps you're seeing the keyboard issue with?
"@AppleSupport /2...2 docs did open, duplicated themselves, now none open after I closed them.",@117959 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
"@AppleSupport So, since updating the latest iOS, Pages no longer lets me open any docs, all show,  just don’t open. Suggestions? Anyone?","@117959 Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?"
"@AppleSupport after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?","@117960 Hi, we'll be happy to help. To start, let's give the troubleshooting steps in this article a try: https://t.co/r1DRfaFLIU"
"@applesupport just updated Apple Watch to 4.1. Is ESPN radio etc only available in USA, can’t get it on my watch in the UK",@117961 We want to help you. That station may not be available. Availability of live stations varies depending on your location.
Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada @115858 @AppleSupport,"@117962 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
@AppleSupport Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,@117964 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
@AppleSupport I️ figured it out thanks 🤘🏽,@117965 Awesome! It's our pleasure. Feel free to reach out anytime a question comes up.
updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,@117966 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
Downloaded new software update and my iPhone 6S in perfect condition magically became inoperably glitchy. What a coincidence @AppleSupport,@117967 We want you to have a smooth experience with our updates. What exactly is happening with your iPhone?
@AppleSupport Well it is now 11 days after and still no sign of it,@117968 Thanks for letting us know. Please send us a DM with the current country you're in. https://t.co/GDrqU22YpT
@AppleSupport why do I not have my October challenge ring after competition? 😡😡,"@117968 If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge."
@118094 @115858 @AppleSupport Well it froze as I was ordering a pizza so I had to. And now it’s already to 49%,@118093 We'd like to offer our help. Please shoot us a DM and we'll explore the battery challenge. https://t.co/GDrqU22YpT
"@AppleSupport It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming",@118095 We want to help further! What model of iOS device are you using? Do you have the most recent version of iOS 11.1 downloaded?
@AppleSupport iPhone 7 and yes the software is up to date,@118095 We'd like to investigate with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT
"@115858  @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11","@118095 We're here to help. Did this happen after a specific update, or just recently? Thanks!"
.@AppleSupport .@115858 haven’t been able to type I️ since the new update https://t.co/BtR51UmAzb,@118096 We certainly want you to be able to type. Have you tried restarting the device since this has happened?
@AppleSupport The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something.,@118097 Thanks. We'll help get to the bottom of this together. What version of iOS are you currently running?
@AppleSupport 11.0.3,"@118097 We'd like to suggest updating to iOS 11.1, which came out today, and see if the same issues continue: https://t.co/ahjigcvFRG"
"@AppleSupport my watch has been saying I’ve been averaging 57 minutes, now today it’s 52, I checked and did the math it’s 57... what the??? https://t.co/kQWakgjXJ5",@118099 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
"@AppleSupport 6 plus, idk what iOS version.. and it was the rear facing camera",@118100 We'd like to gather more information. Let's meet in DM. https://t.co/GDrqU22YpT
@AppleSupport @118101 would love to know why my pictures look like this when I take a picture 😡 https://t.co/yVpQKCBzFu,@118100 We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?
@AppleSupport @20600 lucky I was home and next to this when it randomly started to smoke. Unplugged before disaster!! What the hell? https://t.co/k42Ei9OXuG,@118103 We want to look into this with you. DM us and let us know what model of computer you use this cord with. https://t.co/GDrqU22YpT
@AppleSupport I received an error message. And another when I tried to set it up again in settings,"@118105 Let's give the steps in this article a try, and keep us posted on the results please: https://t.co/xqiXha6yeB"
@AppleSupport Tried the steps. Still receiving an error message. Just updated to iOS 11.1 and got the message when my phone restarted,"@118105 Alright, let's continue working on this via DM. Tell us what country you're currently in. https://t.co/GDrqU22YpT"
@AppleSupport My Touch ID failed when I restarted my phone. Now it’s not working at all,"@118105 Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?"
@AppleSupport I get prompted for a system administrator password on a MBP MacOS but there is no system administrator account I’m aware of!! https://t.co/M1DbEkDzaS,@118106 Let's take a closer look together. Which macOS version is installed currently? Where does this screen come up on your Mac?
@AppleSupport I've been trying to update to the newest iOS for some time. It never fully processes. Verification doesn't go through. Help.,"@118241 We're here to help. After backing up your device, let's try updating your device through iTunes: https://t.co/80YRnjDFDk"
@AppleSupport Yes,@118243 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
Since I updated my iPhone I can’t download apps now. Thanks @AppleSupport @115858  🙄🙄🙄,@118243 Are you on the latest iOS 11.1 version?
"@AppleSupport It only happens when I close WhatsApp, doesn’t happen with any other app. I run iOS11.0.3 https://t.co/TraFhnSo3i",@118244 How are you closing the App? https://t.co/GDrqU22YpT
"@AppleSupport Like this. Open the Multitasking screen, swiping up on the WhatsApp app to close it; as seen in the video. https://t.co/yeOErcAbIz","@118244 Meet us in DM with a screenshot of what shows in Settings &gt; Notifications &gt; WhatsApp, please. https://t.co/GDrqU22YpT"
"@AppleSupport I get this message when I close the app. When I touch it I get into the app, but getting this when closing the app is annoying.",@118244 Is this coming up with any other apps when doing the same thing? Which iOS version is in Settings &gt; General &gt; About?
How do I get rid of this notification? @4305 @19762 @115858 @AppleSupport https://t.co/MF02cJYU5A,@118244 Let's see how we can help. Is that the message you see when trying to swipe the notification and get to the app?
